Year,Month,Decimal Year,Figure Reference,Sea_Area,Monthly_Average_Sea_Surface_Temperature_degrees_C
2003,11,2003.83,Figure 4.12,East Scotland Coast,11.16
2003,12,2003.92,Figure 4.12,East Scotland Coast,9.87
2004,1,2004.00,Figure 4.12,East Scotland Coast,8.47
2004,2,2004.08,Figure 4.12,East Scotland Coast,7.60
2004,3,2004.17,Figure 4.12,East Scotland Coast,7.14
2004,4,2004.25,Figure 4.12,East Scotland Coast,7.52
2004,5,2004.33,Figure 4.12,East Scotland Coast,9.45
2004,6,2004.42,Figure 4.12,East Scotland Coast,12.23
2004,7,2004.50,Figure 4.12,East Scotland Coast,13.47
2004,8,2004.58,Figure 4.12,East Scotland Coast,15.10
2004,9,2004.67,Figure 4.12,East Scotland Coast,13.50
2004,10,2004.75,Figure 4.12,East Scotland Coast,11.68
2004,11,2004.83,Figure 4.12,East Scotland Coast,11.05
2004,12,2004.92,Figure 4.12,East Scotland Coast,9.69
2005,1,2005.00,Figure 4.12,East Scotland Coast,8.14
2005,2,2005.08,Figure 4.12,East Scotland Coast,7.34
2005,3,2005.17,Figure 4.12,East Scotland Coast,6.94
2005,4,2005.25,Figure 4.12,East Scotland Coast,7.45
2005,5,2005.33,Figure 4.12,East Scotland Coast,8.63
2005,6,2005.42,Figure 4.12,East Scotland Coast,11.35
2005,7,2005.50,Figure 4.12,East Scotland Coast,14.57
2005,8,2005.58,Figure 4.12,East Scotland Coast,14.01
2005,9,2005.67,Figure 4.12,East Scotland Coast,13.49
2005,10,2005.75,Figure 4.12,East Scotland Coast,12.05
2005,11,2005.83,Figure 4.12,East Scotland Coast,10.76
2005,12,2005.92,Figure 4.12,East Scotland Coast,9.29
2006,1,2006.00,Figure 4.12,East Scotland Coast,8.18
2006,2,2006.08,Figure 4.12,East Scotland Coast,7.50
2006,3,2006.17,Figure 4.12,East Scotland Coast,6.60
2006,4,2006.25,Figure 4.12,East Scotland Coast,6.88
2006,5,2006.33,Figure 4.12,East Scotland Coast,8.61
2006,6,2006.42,Figure 4.12,East Scotland Coast,11.31
2006,7,2006.50,Figure 4.12,East Scotland Coast,14.72
2006,8,2006.58,Figure 4.12,East Scotland Coast,14.93
2006,9,2006.67,Figure 4.12,East Scotland Coast,14.24
2006,10,2006.75,Figure 4.12,East Scotland Coast,13.02
2006,11,2006.83,Figure 4.12,East Scotland Coast,11.28
2006,12,2006.92,Figure 4.12,East Scotland Coast,9.85
2007,1,2007.00,Figure 4.12,East Scotland Coast,8.58
2007,2,2007.08,Figure 4.12,East Scotland Coast,7.68
2007,3,2007.17,Figure 4.12,East Scotland Coast,7.60
2007,4,2007.25,Figure 4.12,East Scotland Coast,8.33
2007,5,2007.33,Figure 4.12,East Scotland Coast,9.77
2007,6,2007.42,Figure 4.12,East Scotland Coast,11.82
2007,7,2007.50,Figure 4.12,East Scotland Coast,13.58
2007,8,2007.58,Figure 4.12,East Scotland Coast,13.77
2007,9,2007.67,Figure 4.12,East Scotland Coast,13.02
2007,10,2007.75,Figure 4.12,East Scotland Coast,12.07
2007,11,2007.83,Figure 4.12,East Scotland Coast,10.72
2007,12,2007.92,Figure 4.12,East Scotland Coast,9.12
2008,1,2008.00,Figure 4.12,East Scotland Coast,7.86
2008,2,2008.08,Figure 4.12,East Scotland Coast,7.08
2008,3,2008.17,Figure 4.12,East Scotland Coast,6.61
2008,4,2008.25,Figure 4.12,East Scotland Coast,6.90
2008,5,2008.33,Figure 4.12,East Scotland Coast,9.91
2008,6,2008.42,Figure 4.12,East Scotland Coast,11.84
2008,7,2008.50,Figure 4.12,East Scotland Coast,13.13
2008,8,2008.58,Figure 4.12,East Scotland Coast,14.32
2008,9,2008.67,Figure 4.12,East Scotland Coast,13.71
2008,10,2008.75,Figure 4.12,East Scotland Coast,12.00
2008,11,2008.83,Figure 4.12,East Scotland Coast,10.36
2008,12,2008.92,Figure 4.12,East Scotland Coast,8.76
2009,1,2009.00,Figure 4.12,East Scotland Coast,7.57
2009,2,2009.08,Figure 4.12,East Scotland Coast,6.66
2009,3,2009.17,Figure 4.12,East Scotland Coast,6.88
2009,4,2009.25,Figure 4.12,East Scotland Coast,7.59
2009,5,2009.33,Figure 4.12,East Scotland Coast,9.18
2009,6,2009.42,Figure 4.12,East Scotland Coast,12.40
2009,7,2009.50,Figure 4.12,East Scotland Coast,14.93
2009,8,2009.58,Figure 4.12,East Scotland Coast,14.88
2009,9,2009.67,Figure 4.12,East Scotland Coast,13.40
2009,10,2009.75,Figure 4.12,East Scotland Coast,12.18
2009,11,2009.83,Figure 4.12,East Scotland Coast,11.13
2009,12,2009.92,Figure 4.12,East Scotland Coast,9.58
2010,1,2010.00,Figure 4.12,East Scotland Coast,7.93
2010,2,2010.08,Figure 4.12,East Scotland Coast,6.76
2010,3,2010.17,Figure 4.12,East Scotland Coast,6.83
2010,4,2010.25,Figure 4.12,East Scotland Coast,7.24
2010,5,2010.33,Figure 4.12,East Scotland Coast,9.03
2010,6,2010.42,Figure 4.12,East Scotland Coast,12.01
2010,7,2010.50,Figure 4.12,East Scotland Coast,13.33
2010,8,2010.58,Figure 4.12,East Scotland Coast,14.11
2010,9,2010.67,Figure 4.12,East Scotland Coast,13.08
2010,10,2010.75,Figure 4.12,East Scotland Coast,11.61
2010,11,2010.83,Figure 4.12,East Scotland Coast,10.19
2010,12,2010.92,Figure 4.12,East Scotland Coast,8.09
2011,1,2011.00,Figure 4.12,East Scotland Coast,7.12
2011,2,2011.08,Figure 4.12,East Scotland Coast,6.57
2011,3,2011.17,Figure 4.12,East Scotland Coast,6.54
2011,4,2011.25,Figure 4.12,East Scotland Coast,7.48
2011,5,2011.33,Figure 4.12,East Scotland Coast,9.45
2011,6,2011.42,Figure 4.12,East Scotland Coast,11.25
2011,7,2011.50,Figure 4.12,East Scotland Coast,14.00
2011,8,2011.58,Figure 4.12,East Scotland Coast,13.97
2011,9,2011.67,Figure 4.12,East Scotland Coast,12.99
2011,10,2011.75,Figure 4.12,East Scotland Coast,12.06
2011,11,2011.83,Figure 4.12,East Scotland Coast,11.22
2011,12,2011.92,Figure 4.12,East Scotland Coast,9.40
2012,1,2012.00,Figure 4.12,East Scotland Coast,7.87
2012,2,2012.08,Figure 4.12,East Scotland Coast,7.00
2012,3,2012.17,Figure 4.12,East Scotland Coast,7.35
2012,4,2012.25,Figure 4.12,East Scotland Coast,7.44
2012,5,2012.33,Figure 4.12,East Scotland Coast,8.69
2012,6,2012.42,Figure 4.12,East Scotland Coast,11.30
2012,7,2012.50,Figure 4.12,East Scotland Coast,12.72
2012,8,2012.58,Figure 4.12,East Scotland Coast,14.70
2012,9,2012.67,Figure 4.12,East Scotland Coast,12.85
2012,10,2012.75,Figure 4.12,East Scotland Coast,11.11
2012,11,2012.83,Figure 4.12,East Scotland Coast,10.11
2012,12,2012.92,Figure 4.12,East Scotland Coast,8.83
2013,1,2013.00,Figure 4.12,East Scotland Coast,7.63
2013,2,2013.08,Figure 4.12,East Scotland Coast,6.44
2013,3,2013.17,Figure 4.12,East Scotland Coast,5.99
2013,4,2013.25,Figure 4.12,East Scotland Coast,6.17
2013,5,2013.33,Figure 4.12,East Scotland Coast,8.00
2013,6,2013.42,Figure 4.12,East Scotland Coast,11.17
2013,7,2013.50,Figure 4.12,East Scotland Coast,14.26
2013,8,2013.58,Figure 4.12,East Scotland Coast,15.17
2013,9,2013.67,Figure 4.12,East Scotland Coast,13.22
2013,10,2013.75,Figure 4.12,East Scotland Coast,11.94
2013,11,2013.83,Figure 4.12,East Scotland Coast,10.60
2013,12,2013.92,Figure 4.12,East Scotland Coast,9.31
